Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0067-DKWBL,Male,1.342770068612719,No,-0.48683490444316896,San Diego,-0.7309299170692463,-1.310941312243246,1.2170081146945113,-0.6504085499394767,-1.2382384857607853,Offer B,Yes,1.3761010430329987,No,Yes,DSL,0.046732106579925374,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.4597746385153126,-0.9661181423007981,-0.24831296685183657,-0.2733003739486541,-0.7809110603742349,-0.9966135892791286,Churned,Competitor,Competitor made better offer
0080-EMYVY,Female,1.044247679164573,No,-0.48683490444316896,Lodi,0.9446815272446909,0.7801869470585495,-0.6509829007283764,-0.6504085499394767,-0.74924728022022,Offer B,Yes,-0.10230393600130114,No,Yes,Cable,-0.818632735671525,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,-0.389267530287274,-0.685123764228109,-0.24831296685183657,-0.2733003739486541,-0.48728949670196586,-0.687598003957453,Stayed,Competitor,Competitor had better devices
0080-OROZO,Female,-0.508068745965787,No,-0.48683490444316896,El Portal,0.9866930002940277,0.5902153605895005,-0.03077620726844494,-0.6504085499394767,0.10648732947576901,Offer C,Yes,0.8151223116400339,No,Yes,Fiber Optic,-1.3955426305058252,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.1426596393946529,0.5523326712214889,-0.24831296685183657,-0.2733003739486541,0.6208371978973684,0.6186109066108695,Stayed,Competitor,Competitor had better devices
0082-LDZUE,Male,0.4472029002682806,No,-0.48683490444316896,Calistoga,0.5541902713373927,0.9851786647403405,-1.3167010215681147,-0.6504085499394767,-1.2789877528891658,Offer E,Yes,1.299031309790108,No,Yes,DSL,-0.991705704121815,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.6184156320283992,-0.9867707326326423,-0.24831296685183657,-0.2733003739486541,-0.8341002912542826,-1.0286659326991974,Joined,Competitor,Competitor had better devices
0093-EXYQL,Female,1.5218835022816066,No,-0.48683490444316896,Ojai,-0.2494138028883849,-0.6546408490232092,0.3828372745028736,-0.6504085499394767,0.31023366511767114,Offer B,Yes,1.387216869943031,No,Yes,Fiber Optic,-0.1840318513537947,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.895884760596518,0.6148199958152741,-0.24831296685183657,-0.2733003739486541,1.2006860417573606,0.8393787081266431,Stayed,Competitor,Competitor had better devices
0093-XWZFY,Male,0.2680894665993929,No,-0.48683490444316896,Desert Hot Springs,-0.6706057506394292,-0.957833950447665,1.6273295332801425,-0.6504085499394767,0.31023366511767114,Offer B,Yes,0.9092363128116406,Yes,Yes,Fiber Optic,-0.6455597672212349,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1.3109152385751992,0.7751202829529331,-0.24831296685183657,-0.2733003739486541,0.8959376169949282,0.8761151683788725,Churned,Competitor,Competitor had better devices
0096-FCPUF,Male,0.6860208118267975,No,-0.48683490444316896,Santa Rosa,1.033013342374066,0.9435880384753806,-1.3704918114662359,-0.6504085499394767,-0.09725900616613314,Offer B,Yes,-1.6881619084992465,Yes,Yes,DSL,-0.6455597672212349,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.028967816247226864,-0.17295717578497882,-0.24831296685183657,-0.2733003739486541,-0.7912819563797161,-0.37233111219285653,Stayed,Competitor,Competitor had better devices
0098-BOWSO,Male,-1.2245224806413377,No,-0.48683490444316896,San Jose,0.8859731867013867,0.48185135793158373,-0.993881546960435,-0.6504085499394767,-0.21950680755127444,Offer B,Yes,-0.3527805690406962,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.416427902427562,-0.7725221726730184,-0.24831296685183657,-0.2733003739486541,-0.22593819258205972,-0.6794967855018308,Stayed,Competitor,Competitor had better devices
0107-WESLM,Male,-0.8662956133035624,No,-0.48683490444316896,West Point,0.9527606566772556,0.9000069339390846,-0.3309058837209586,-0.6504085499394767,-1.2789877528891658,Offer E,Yes,0.4705316774290315,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.4020059939263723,-0.9975603871970354,-0.24831296685183657,-0.2733003739486541,-0.8473060563273215,-1.0411022279845839,Churned,Attitude,Attitude of support person
0107-YHINA,Male,0.7457252897164267,No,-0.48683490444316896,Los Angeles,-1.8442339528766742,-0.8886678684892246,0.6720370412303257,-0.6504085499394767,-1.2789877528891658,Offer B,Yes,1.1330349612669584,Yes,Yes,Fiber Optic,-0.06864987238693467,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1586839821737525,-0.9623009434467286,-0.24831296685183657,-0.2733003739486541,-0.8367461690506697,-1.0100935141716805,Churned,Competitor,Competitor had better devices
0112-QWPNC,Male,0.8651342454956852,Yes,-0.48683490444316896,Valyermo,0.04143485668394748,-0.7297710746664631,0.9386537744011331,-0.31718476167849363,0.6769770692730951,Offer B,Yes,1.0470725664960414,Yes,Yes,Cable,-0.934014714638385,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.665134224577483,0.785049412920166,-0.24831296685183657,-0.2733003739486541,1.4042650766713343,1.0341779334641186,Churned,Competitor,Competitor offered higher download speeds
0114-IGABW,Female,-0.3886597901865286,Yes,-0.48683490444316896,Cambria,-0.031277308209135615,-0.24549548845478233,-0.592112901104121,0.01603902658248947,1.5734609460974645,Offer A,No,2.6327566876300373e-16,No,Yes,Cable,0.1621140855467854,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,-0.17133646849151882,0.8232434661941215,-0.24831296685183657,-0.2733003739486541,-0.884832635609114,0.38796527302727557,Stayed,Competitor,Competitor had better devices
0114-PEGZZ,Female,-0.4483642680761578,No,-0.48683490444316896,Round Mountain,1.3992672099836696,1.9143682711199794,-1.069154302468715,-0.6504085499394767,0.024988795219008143,Offer B,Yes,1.7985024656142268,Yes,Yes,Fiber Optic,-0.818632735671525,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.408663729527707,0.6024196157228634,-0.24831296685183657,-0.2733003739486541,1.05205621893621,0.7856509805577531,Stayed,Competitor,Competitor had better devices
0118-JPNOY,Female,1.4621790243919774,No,-0.48683490444316896,Le Grand,0.9947721297265926,0.4260944726956325,-0.22879993524711206,-0.6504085499394767,-0.2602560746796549,Offer B,Yes,0.6165195375141229,No,Yes,Fiber Optic,-1.1070876830886751,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.711604818636872,-0.038274043962780536,-0.24831296685183657,-0.2733003739486541,0.15135925640094844,0.012743780051035837,Stayed,Competitor,Competitor had better devices
0121-SNYRK,Male,-0.09013740073838244,No,-0.48683490444316896,Redway,1.1170362884727396,1.5978919474830833,-1.9014511918593577,-0.6504085499394767,0.7177263364014754,Offer B,No,2.6327566876300373e-16,No,Yes,DSL,-1.1070876830886751,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-0.903648933496373,-0.23453984631508287,-0.24831296685183657,-0.2733003739486541,-0.884832635609114,-0.4486836127170865,Stayed,Competitor,Competitor had better devices
0125-LZQXK,Male,-0.26925083440727016,No,-0.48683490444316896,Big Oak Flat,0.9796910881191383,0.6566610412312383,-0.23224146887072702,-0.6504085499394767,-0.7084980130918396,Offer D,Yes,1.519124682608748,No,Yes,Fiber Optic,-0.818632735671525,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2099618790668711,-0.3205702412978403,-0.24831296685183657,-0.2733003739486541,-0.07122521322010875,-0.27631020753358493,Churned,Attitude,Attitude of service provider
0129-QMPDR,Male,1.044247679164573,Yes,-0.48683490444316896,La Puente,-0.9372170219140672,-0.8743164958491227,0.8194469224077201,-0.31718476167849363,0.4732307336311929,Offer B,Yes,0.14669058678342295,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-1.3811743483135426,-0.6245781361612491,-0.24831296685183657,-0.2733003739486541,0.5392165926606083,-0.3363799919460191,Stayed,Competitor,Competitor had better devices
0133-BMFZO,Female,-0.3886597901865286,No,-0.48683490444316896,Alhambra,-0.9065163300703211,-0.8598342879461737,0.7476885789663938,-0.6504085499394767,-1.2382384857607853,Offer B,Yes,0.844023461606118,No,Yes,Fiber Optic,-0.5878687777378049,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7260267271380618,-0.926158910366001,-0.24831296685183657,-0.2733003739486541,-0.7978730269617873,-0.9700202314965407,Churned,Competitor,Competitor offered higher download speeds
0135-NMXAP,Female,0.6263163339371682,No,-0.48683490444316896,Lodi,0.9446815272446909,0.7801869470585495,-0.6509829007283764,-0.6504085499394767,-0.8307458144769809,Offer D,Yes,-0.8181631890073829,Yes,Yes,Fiber Optic,-1.1647786725721052,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8381971265917594,-0.5419015806340903,-0.24831296685183657,-0.2733003739486541,-0.6810055496517289,-0.6315596315726981,Churned,Attitude,Attitude of support person
0137-UDEUO,Female,-1.343931436420596,No,-0.48683490444316896,Stockton,0.9252916166065354,0.7198139669141409,-0.7254813808004308,-0.6504085499394767,-1.1974892186324049,Offer E,Yes,0.02441649077306746,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.4020059939263723,-0.9781875513943011,-0.24831296685183657,-0.2733003739486541,-0.7935852874971066,-1.0099050325703864,Churned,Price,Long distance charges
0141-YEAYS,Female,1.8204058917297528,No,-0.48683490444316896,Fallbrook,-0.7853293885818492,-1.14830416914138,1.1405428450401498,-0.6504085499394767,-0.21950680755127444,Offer B,Yes,-1.6637070892971755,Yes,Yes,Fiber Optic,-1.2801606515389652,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.7324364642497018,0.05325046960184571,-0.24831296685183657,-0.2733003739486541,-0.7901125728893487,-0.19306765736204853,Stayed,Competitor,Competitor had better devices
0142-GVYSN,Male,0.6263163339371682,No,-0.48683490444316896,Randsburg,0.03658737902440861,-0.32070146082915824,0.9206495495393058,-0.6504085499394767,-0.2602560746796549,Offer C,Yes,-0.8952329222502738,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.3875840854251824,-0.7807081887126703,-0.24831296685183657,-0.2733003739486541,-0.4751468075292612,-0.7596119372518947,Stayed,Competitor,Competitor had better devices
0148-DCDOS,Male,-0.32895531229689934,No,-0.48683490444316896,Planada,1.0120076058493974,0.4586404531891903,-0.2551745046329503,-0.6504085499394767,-0.3010053418080353,Offer B,Yes,0.7009998220303687,Yes,Yes,Fiber Optic,-1.049396693605245,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9968381201048461,0.03606204239190253,-0.24831296685183657,-0.2733003739486541,0.14516979227011453,0.06971059884216532,Churned,Competitor,Competitor had better devices
0151-ONTOV,Female,-0.2095463565176409,No,-0.48683490444316896,Moorpark,-0.25049102014606023,-0.7633446993143501,0.4170850367387505,-0.6504085499394767,-1.2789877528891658,Offer E,Yes,1.0663399998067644,No,Yes,Fiber Optic,-0.1840318513537947,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.2340794038197026,-0.9750322945380471,-0.24831296685183657,-0.2733003739486541,-0.8378092449510037,-1.0204774542429758,Churned,Competitor,Competitor had better devices
0156-FVPTA,Male,0.08897603293050522,Yes,-0.48683490444316896,Solvang,-0.012426006199817775,-0.6371862907834548,-0.17694669071518293,-0.31718476167849363,-0.4232531431931766,Offer D,Yes,0.13483370474605513,No,Yes,DSL,-0.2994138303206548,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.3011336450022259,-0.49763972571349246,-0.24831296685183657,-0.2733003739486541,-0.17696582944000383,-0.44760856950970535,Churned,Attitude,Attitude of service provider
0164-XAIRP,Female,0.2680894665993929,No,-0.48683490444316896,La Mirada,-1.5339953826661863,-0.9297849764189788,0.8112822157843332,-0.6504085499394767,-0.34175460893641574,Offer B,Yes,-1.0953178066308558,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,-1.4116205995938318,-0.798823334719555,-0.24831296685183657,-0.2733003739486541,-0.5832025668209949,-0.8058702087695002,Stayed,Competitor,Competitor had better devices
0178-CIIKR,Female,0.8054297676060559,No,-0.48683490444316896,Crows Landing,0.9839999571498395,0.5015523940901083,-0.5999113587351861,-0.6504085499394767,-1.1974892186324049,Offer B,Yes,-1.684456632862569,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.3988011253705523,-0.9807249957192606,-0.24831296685183657,-0.2733003739486541,-0.8753003883694518,-1.0360585999499548,Joined,Competitor,Competitor had better devices
0188-GWFLE,Male,-0.8065911354139331,No,-0.48683490444316896,Redwood City,0.31181638836044906,0.5387505200753808,-1.1485351740505025,-0.6504085499394767,-1.2382384857607853,Offer B,Yes,-1.7496694840680922,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.3955962568147322,-0.9914484560838721,-0.24831296685183657,-0.2733003739486541,-0.8805567080988813,-1.0460935000188534,Joined,Competitor,Competitor had better devices
0191-ZHSKZ,Male,1.9995193253986405,No,-0.48683490444316896,Hawthorne,-1.7429755306551955,-0.9246285278243291,0.6538638497864897,-0.6504085499394767,-0.09725900616613314,Offer B,Yes,0.9774133845265057,No,Yes,DSL,-1.222469662055535,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.35746684321876976,-0.07461465964285266,-0.24831296685183657,-0.2733003739486541,0.48334604812082904,0.08210151892724037,Stayed,Competitor,Competitor had better devices
0196-JTUQI,Female,0.7457252897164267,No,-0.48683490444316896,Clarksburg,1.1450439371722976,0.8859504469688112,-0.8457693404023364,-0.6504085499394767,-0.9529936158621222,Offer B,Yes,-1.1968423590758177,Yes,Yes,Fiber Optic,0.1044230960633554,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.37188875171995955,-0.7266054627578816,-0.24831296685183657,-0.2733003739486541,-0.7862854996481461,-0.8087602599893432,Stayed,Competitor,Competitor had better devices
0196-VULGZ,Female,1.880110369619382,Yes,-0.48683490444316896,Irvine,-0.4664730803099589,-1.0050897841002757,0.9302954989186898,-0.31718476167849363,-1.0752414172472635,Offer B,Yes,0.24376880846437213,Yes,Yes,Fiber Optic,-0.5301777882543749,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.665134224577483,-0.7967492497930664,-0.24831296685183657,-0.2733003739486541,-0.6813599082851737,-0.8332349449573843,Churned,Other,Deceased
0203-HHYIJ,Male,0.9248387233853144,No,-0.48683490444316896,Atherton,0.2913492604646183,0.5093539023330736,-1.1356431166821883,-0.6504085499394767,-0.3010053418080353,Offer C,Yes,-1.4710327561899483,Yes,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,-1.2273406576341859,-0.7078504394864419,-0.24831296685183657,-0.2733003739486541,-0.7203511699185376,-0.7744426469537212,Churned,Price,Long distance charges
0207-MDKNV,Female,0.4472029002682806,No,-0.48683490444316896,Daly City,0.2843473482897288,0.6052067323481831,-1.2479938246749462,-0.6504085499394767,-0.7084980130918396,Offer B,Yes,-0.22457803201165666,No,Yes,Fiber Optic,-1.1070876830886751,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.3301444499101185,-0.30786095493978227,-0.24831296685183657,-0.2733003739486541,-0.48812814546778494,-0.3894515243104039,Churned,Competitor,Competitor made better offer
0212-ISBBF,Female,0.2680894665993929,No,-0.48683490444316896,Berkeley,0.6565259108165468,0.67298871494701,-1.1529779739306767,-0.6504085499394767,-0.4232531431931766,Offer B,No,2.6327566876300373e-16,No,Yes,Cable,-0.24172284083722473,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.42452108440129327,-0.5214034434350697,-0.24831296685183657,-0.2733003739486541,-0.884832635609114,-0.6755770662749183,Stayed,Competitor,Competitor had better devices
0219-QAERP,Male,-0.8065911354139331,Yes,-0.48683490444316896,Oxnard,-0.24402771660000838,-0.8266624855296987,0.2968360694250008,0.01603902658248947,-0.09725900616613314,Offer B,Yes,-1.1568253821997012,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,-1.403608428204282,-0.7518475176079135,-0.24831296685183657,-0.2733003739486541,-0.5372068161998743,-0.7551232828210761,Stayed,Competitor,Competitor had better devices
0220-EBGCE,Male,0.6860208118267975,No,-0.48683490444316896,Escondido,-0.7858679972106869,-1.237948602643512,1.2948515760576054,-0.6504085499394767,-1.2382384857607853,Offer E,Yes,-0.8359485120634347,No,Yes,Fiber Optic,0.1044230960633554,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7132072529147819,-0.9324914888117695,-0.24831296685183657,-0.2733003739486541,-0.851428428429728,-0.9908544292395867,Churned,Competitor,Competitor made better offer
0221-WMXNQ,Male,1.1636566349438313,No,-0.48683490444316896,Chino,-0.9566069325522227,-0.8938960131876651,0.9718635990618222,-0.6504085499394767,-1.1567399515040244,Offer E,Yes,0.8136402013853626,No,Yes,Fiber Optic,0.1621140855467854,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.37669605455368915,-0.8856701248329516,-0.24831296685183657,-0.2733003739486541,-0.7128505788439583,-0.9128719119041651,Stayed,Competitor,Competitor had better devices
0222-CNVPT,Male,1.342770068612719,No,-0.48683490444316896,Sacramento,1.2570745319705294,0.9468848440615442,-0.7833088009104374,-0.6504085499394767,0.7992248706582363,Offer B,No,2.6327566876300373e-16,No,Yes,DSL,-0.4147958092875148,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-0.4741965470165024,0.12120984804423932,-0.24831296685183657,-0.2733003739486541,-0.884832635609114,-0.1673050147851642,Stayed,Competitor,Competitor had better devices
0224-RLWWD,Female,1.5815879801712358,No,-0.48683490444316896,Calexico,-0.6759918369278057,-1.4204743259494097,2.0078515598369555,-0.6504085499394767,-1.2382384857607853,Offer E,Yes,-0.11193765265666242,No,Yes,Cable,-0.24172284083722473,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-0.6184156320283992,-0.9669124726981766,-0.24831296685183657,-0.2733003739486541,-0.8283478694380305,-1.011259307779685,Joined,Competitor,Competitor had better devices
0225-ZORZP,Male,-0.030432922848753225,No,-0.48683490444316896,Groveland,0.9883088261805407,0.6908398296026456,0.04137809357521707,-0.6504085499394767,-1.1974892186324049,Offer E,Yes,-0.8670728274115252,No,Yes,Fiber Optic,-0.01095888290350465,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.6635317902995731,-0.9025937752437685,-0.24831296685183657,-0.2733003739486541,-0.8362146311005026,-0.9627113338463584,Joined,Competitor,Competitor had better devices
0228-MAUWC,Male,-0.3886597901865286,No,-0.48683490444316896,Los Gatos,0.8331895410752967,0.38996976295354663,-1.0160867266770957,-0.6504085499394767,-0.5455009445783179,Offer D,Yes,-1.0056501362232617,Yes,Yes,DSL,-0.47248679877094485,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.1296731772658598,-0.5012142125016963,-0.24831296685183657,-0.2733003739486541,-0.6188864812088751,-0.5810221296257119,Stayed,Competitor,Competitor had better devices
